login,name,company,followers,following,posts_30d,topics,bio
20387,20387,,53,53,3,"[""government""]",
20388,20388,,14,14,4,"[""tvshow""]",
20389,20389,,6,6,11,"[""company""]",
20390,20390,,8,8,10,"[""government""]",
20391,20391,,2,2,3,"[""company""]",
20392,20392,,8,8,6,"[""politician""]",
20393,20393,,2,2,1,"[""government""]",
20394,20394,,8,8,0,"[""politician""]",
20395,20395,,14,14,5,"[""company""]",
20396,20396,,11,11,4,"[""politician""]",
20397,20397,,1,1,9,"[""politician""]",
20398,20398,,20,20,11,"[""government""]",
20399,20399,,11,11,10,"[""company""]",
20400,20400,,5,5,7,"[""company""]",
20401,20401,,18,18,9,"[""company""]",
20402,20402,,13,13,1,"[""politician""]",
20403,20403,,1,1,3,"[""government""]",
20404,20404,,1,1,2,"[""government""]",
20405,20405,,1,1,4,"[""government""]",
20406,20406,,7,7,0,"[""politician""]",
20407,20407,,7,7,6,"[""tvshow""]",
20408,20408,,3,3,6,"[""company""]",
20409,20409,,4,4,9,"[""company""]",
20410,20410,,1,1,4,"[""politician""]",
20411,20411,,6,6,6,"[""company""]",
20412,20412,,16,16,2,"[""politician""]",
20413,20413,,5,5,1,"[""tvshow""]",
20414,20414,,54,54,4,"[""government""]",
20415,20415,,320,320,5,"[""politician""]",
20416,20416,,10,10,1,"[""company""]",
20417,20417,,3,3,7,"[""politician""]",
20418,20418,,21,21,7,"[""government""]",
20419,20419,,8,8,4,"[""company""]",
20420,20420,,4,4,9,"[""tvshow""]",
20421,20421,,13,13,4,"[""company""]",
20422,20422,,10,10,1,"[""government""]",
20423,20423,,2,2,7,"[""company""]",
20424,20424,,1,1,6,"[""company""]",
20425,20425,,1,1,1,"[""company""]",
20426,20426,,3,3,10,"[""politician""]",
20427,20427,,3,3,11,"[""politician""]",
20428,20428,,3,3,0,"[""tvshow""]",
20429,20429,,9,9,9,"[""company""]",
20430,20430,,28,28,8,"[""company""]",
20431,20431,,4,4,7,"[""company""]",
20432,20432,,6,6,4,"[""government""]",
20433,20433,,108,108,6,"[""government""]",
20434,20434,,5,5,4,"[""tvshow""]",
20435,20435,,118,118,8,"[""government""]",
20436,20436,,5,5,11,"[""company""]",
20437,20437,,2,2,11,"[""company""]",
20438,20438,,10,10,10,"[""politician""]",
20439,20439,,32,32,9,"[""politician""]",
20440,20440,,4,4,9,"[""government""]",
20441,20441,,51,51,8,"[""government""]",
20442,20442,,61,61,9,"[""politician""]",
20443,20443,,12,12,1,"[""company""]",
20444,20444,,50,50,3,"[""government""]",
20445,20445,,50,50,10,"[""government""]",
20446,20446,,29,29,0,"[""government""]",
20447,20447,,7,7,3,"[""tvshow""]",
20448,20448,,2,2,9,"[""company""]",
20449,20449,,3,3,9,"[""tvshow""]",
20450,20450,,3,3,6,"[""politician""]",
20451,20451,,5,5,8,"[""politician""]",
20452,20452,,24,24,2,"[""government""]",
20453,20453,,1,1,4,"[""company""]",
20454,20454,,5,5,1,"[""company""]",
20455,20455,,3,3,5,"[""company""]",
20456,20456,,3,3,0,"[""tvshow""]",
20457,20457,,4,4,2,"[""company""]",
20458,20458,,14,14,3,"[""government""]",
20459,20459,,7,7,8,"[""tvshow""]",
20460,20460,,12,12,10,"[""government""]",
20461,20461,,1,1,11,"[""government""]",
20462,20462,,53,53,1,"[""government""]",
20463,20463,,25,25,10,"[""government""]",
20464,20464,,6,6,10,"[""company""]",
20465,20465,,49,49,11,"[""government""]",
20466,20466,,26,26,10,"[""company""]",
20467,20467,,1,1,11,"[""company""]",
20468,20468,,19,19,8,"[""government""]",
20469,20469,,3,3,3,"[""company""]",
20470,20470,,35,35,2,"[""government""]",
20471,20471,,1,1,9,"[""politician""]",
20472,20472,,7,7,2,"[""company""]",
20473,20473,,3,3,11,"[""company""]",
20474,20474,,12,12,11,"[""company""]",
20475,20475,,1,1,5,"[""tvshow""]",
20476,20476,,4,4,9,"[""tvshow""]",
20477,20477,,6,6,9,"[""politician""]",
20478,20478,,15,15,10,"[""politician""]",
20479,20479,,5,5,7,"[""company""]",
20480,20480,,2,2,3,"[""government""]",
20481,20481,,71,71,10,"[""government""]",
20482,20482,,6,6,0,"[""politician""]",
20483,20483,,5,5,9,"[""government""]",
20484,20484,,5,5,9,"[""company""]",
20485,20485,,2,2,3,"[""politician""]",
20486,20486,,1,1,1,"[""company""]",
20487,20487,,9,9,1,"[""government""]",
20488,20488,,77,77,0,"[""politician""]",
20489,20489,,18,18,4,"[""company""]",
20490,20490,,23,23,8,"[""politician""]",
20491,20491,,2,2,2,"[""company""]",
20492,20492,,3,3,5,"[""government""]",
20493,20493,,50,50,6,"[""government""]",
20494,20494,,3,3,10,"[""politician""]",
20495,20495,,37,37,1,"[""government""]",
20496,20496,,7,7,4,"[""company""]",
20497,20497,,18,18,9,"[""government""]",
20498,20498,,25,25,0,"[""politician""]",
20499,20499,,59,59,11,"[""politician""]",
20500,20500,,11,11,0,"[""government""]",
20501,20501,,9,9,5,"[""politician""]",
20502,20502,,25,25,0,"[""government""]",
20503,20503,,1,1,8,"[""tvshow""]",
20504,20504,,25,25,11,"[""company""]",
20505,20505,,10,10,0,"[""government""]",
20506,20506,,15,15,4,"[""government""]",
20507,20507,,6,6,11,"[""tvshow""]",
20508,20508,,2,2,6,"[""tvshow""]",
20509,20509,,10,10,0,"[""government""]",
20510,20510,,94,94,0,"[""politician""]",
20511,20511,,4,4,2,"[""company""]",
20512,20512,,5,5,2,"[""government""]",
20513,20513,,26,26,9,"[""government""]",
20514,20514,,44,44,11,"[""company""]",
20515,20515,,9,9,8,"[""government""]",
20516,20516,,101,101,11,"[""tvshow""]",
20517,20517,,6,6,2,"[""government""]",
20518,20518,,1,1,3,"[""company""]",
20519,20519,,3,3,0,"[""company""]",
20520,20520,,3,3,9,"[""politician""]",
20521,20521,,45,45,2,"[""politician""]",
20522,20522,,9,9,9,"[""politician""]",
20523,20523,,1,1,7,"[""company""]",
20524,20524,,6,6,5,"[""tvshow""]",
20525,20525,,2,2,1,"[""politician""]",
20526,20526,,6,6,10,"[""politician""]",
20527,20527,,1,1,0,"[""government""]",
20528,20528,,20,20,8,"[""politician""]",
20529,20529,,2,2,1,"[""company""]",
20530,20530,,6,6,8,"[""company""]",
20531,20531,,2,2,7,"[""company""]",
20532,20532,,5,5,6,"[""politician""]",
20533,20533,,10,10,8,"[""government""]",
20534,20534,,4,4,4,"[""company""]",
20535,20535,,2,2,8,"[""company""]",
20536,20536,,5,5,2,"[""company""]",
20537,20537,,9,9,4,"[""government""]",
20538,20538,,33,33,7,"[""government""]",
20539,20539,,21,21,5,"[""government""]",
20540,20540,,5,5,6,"[""company""]",
20541,20541,,3,3,2,"[""government""]",
20542,20542,,41,41,10,"[""politician""]",
20543,20543,,22,22,2,"[""tvshow""]",
20544,20544,,10,10,9,"[""politician""]",
20545,20545,,13,13,1,"[""tvshow""]",
20546,20546,,21,21,0,"[""government""]",
20547,20547,,39,39,3,"[""government""]",
20548,20548,,1,1,10,"[""company""]",
20549,20549,,1,1,11,"[""company""]",
20550,20550,,18,18,11,"[""tvshow""]",
20551,20551,,4,4,6,"[""government""]",
20552,20552,,1,1,3,"[""politician""]",
20553,20553,,2,2,7,"[""company""]",
20554,20554,,1,1,9,"[""tvshow""]",
20555,20555,,24,24,2,"[""politician""]",
20556,20556,,5,5,11,"[""politician""]",
20557,20557,,1,1,1,"[""company""]",
20558,20558,,2,2,3,"[""company""]",
20559,20559,,146,146,7,"[""government""]",
20560,20560,,11,11,3,"[""government""]",
20561,20561,,7,7,2,"[""tvshow""]",
20562,20562,,6,6,3,"[""politician""]",
20563,20563,,2,2,1,"[""politician""]",
20564,20564,,4,4,1,"[""company""]",
20565,20565,,5,5,7,"[""politician""]",
20566,20566,,75,75,1,"[""government""]",
20567,20567,,11,11,1,"[""government""]",
20568,20568,,33,33,9,"[""government""]",
20569,20569,,4,4,8,"[""government""]",
20570,20570,,4,4,2,"[""government""]",
20571,20571,,21,21,2,"[""politician""]",
20572,20572,,4,4,6,"[""company""]",
20573,20573,,1,1,9,"[""company""]",
20574,20574,,9,9,5,"[""government""]",
20575,20575,,13,13,8,"[""government""]",
20576,20576,,20,20,7,"[""politician""]",
20577,20577,,36,36,11,"[""politician""]",
20578,20578,,30,30,9,"[""government""]",
20579,20579,,5,5,5,"[""politician""]",
20580,20580,,4,4,10,"[""company""]",
20581,20581,,12,12,1,"[""politician""]",
20582,20582,,15,15,1,"[""tvshow""]",
20583,20583,,3,3,3,"[""politician""]",
20584,20584,,28,28,5,"[""tvshow""]",
20585,20585,,3,3,7,"[""government""]",
20586,20586,,92,92,2,"[""government""]",
20587,20587,,9,9,1,"[""politician""]",
20588,20588,,11,11,8,"[""tvshow""]",
20589,20589,,28,28,11,"[""politician""]",
20590,20590,,10,10,3,"[""politician""]",
20591,20591,,4,4,11,"[""company""]",
20592,20592,,75,75,0,"[""government""]",
20593,20593,,5,5,0,"[""company""]",
20594,20594,,21,21,5,"[""politician""]",
20595,20595,,9,9,9,"[""company""]",
20596,20596,,1,1,10,"[""tvshow""]",
20597,20597,,67,67,9,"[""politician""]",
20598,20598,,8,8,8,"[""government""]",
20599,20599,,4,4,6,"[""politician""]",
20600,20600,,12,12,4,"[""politician""]",
20601,20601,,35,35,3,"[""government""]",
20602,20602,,9,9,4,"[""tvshow""]",
20603,20603,,7,7,3,"[""politician""]",
20604,20604,,20,20,7,"[""government""]",
20605,20605,,3,3,8,"[""company""]",
20606,20606,,31,31,3,"[""government""]",
20607,20607,,9,9,11,"[""company""]",
20608,20608,,3,3,5,"[""company""]",
20609,20609,,4,4,9,"[""tvshow""]",
20610,20610,,2,2,5,"[""company""]",
20611,20611,,4,4,9,"[""company""]",
20612,20612,,12,12,5,"[""company""]",
20613,20613,,1,1,9,"[""government""]",
20614,20614,,2,2,1,"[""politician""]",
20615,20615,,13,13,4,"[""government""]",
20616,20616,,4,4,11,"[""tvshow""]",
20617,20617,,40,40,9,"[""politician""]",
20618,20618,,11,11,10,"[""politician""]",
20619,20619,,8,8,3,"[""company""]",
20620,20620,,46,46,0,"[""government""]",
20621,20621,,36,36,1,"[""government""]",
20622,20622,,3,3,6,"[""company""]",
20623,20623,,3,3,2,"[""company""]",
20624,20624,,38,38,5,"[""politician""]",
20625,20625,,70,70,3,"[""government""]",
20626,20626,,9,9,7,"[""company""]",
20627,20627,,12,12,8,"[""company""]",
20628,20628,,1,1,2,"[""tvshow""]",
20629,20629,,4,4,4,"[""politician""]",
20630,20630,,1,1,6,"[""tvshow""]",
20631,20631,,6,6,4,"[""tvshow""]",
20632,20632,,141,141,2,"[""government""]",
20633,20633,,3,3,7,"[""company""]",
20634,20634,,8,8,6,"[""politician""]",
20635,20635,,5,5,11,"[""politician""]",
20636,20636,,46,46,10,"[""politician""]",
20637,20637,,3,3,9,"[""politician""]",
20638,20638,,12,12,6,"[""company""]",
20639,20639,,12,12,7,"[""company""]",
20640,20640,,2,2,11,"[""company""]",
20641,20641,,10,10,6,"[""tvshow""]",
20642,20642,,1,1,3,"[""tvshow""]",
20643,20643,,8,8,1,"[""company""]",
20644,20644,,23,23,8,"[""government""]",
20645,20645,,15,15,7,"[""government""]",
20646,20646,,30,30,3,"[""government""]",
20647,20647,,6,6,5,"[""government""]",
20648,20648,,3,3,0,"[""company""]",
20649,20649,,1,1,5,"[""tvshow""]",
20650,20650,,18,18,3,"[""government""]",
20651,20651,,6,6,9,"[""government""]",
20652,20652,,2,2,1,"[""politician""]",
20653,20653,,106,106,5,"[""government""]",
20654,20654,,15,15,9,"[""company""]",
20655,20655,,7,7,2,"[""government""]",
20656,20656,,5,5,11,"[""politician""]",
20657,20657,,4,4,5,"[""company""]",
20658,20658,,16,16,10,"[""government""]",
20659,20659,,8,8,11,"[""company""]",
20660,20660,,95,95,6,"[""government""]",
20661,20661,,3,3,4,"[""company""]",
20662,20662,,5,5,2,"[""politician""]",
20663,20663,,25,25,11,"[""tvshow""]",
20664,20664,,2,2,10,"[""politician""]",
20665,20665,,3,3,3,"[""politician""]",
20666,20666,,5,5,9,"[""government""]",
20667,20667,,6,6,8,"[""company""]",
20668,20668,,5,5,8,"[""company""]",
20669,20669,,3,3,7,"[""company""]",
20670,20670,,2,2,7,"[""politician""]",
20671,20671,,5,5,2,"[""tvshow""]",
20672,20672,,26,26,6,"[""government""]",
20673,20673,,11,11,0,"[""government""]",
20674,20674,,6,6,9,"[""tvshow""]",
20675,20675,,10,10,3,"[""politician""]",
20676,20676,,1,1,2,"[""politician""]",
20677,20677,,9,9,6,"[""politician""]",
20678,20678,,6,6,0,"[""company""]",
20679,20679,,6,6,2,"[""politician""]",
20680,20680,,23,23,9,"[""company""]",
20681,20681,,4,4,9,"[""company""]",
20682,20682,,35,35,6,"[""government""]",
20683,20683,,11,11,2,"[""company""]",
20684,20684,,2,2,11,"[""tvshow""]",
20685,20685,,1,1,4,"[""company""]",
20686,20686,,3,3,7,"[""politician""]",
20687,20687,,5,5,0,"[""company""]",
20688,20688,,9,9,2,"[""government""]",
20689,20689,,8,8,7,"[""company""]",
20690,20690,,2,2,4,"[""tvshow""]",
20691,20691,,5,5,1,"[""politician""]",
20692,20692,,47,47,8,"[""government""]",
20693,20693,,14,14,11,"[""company""]",
20694,20694,,22,22,2,"[""company""]",
20695,20695,,26,26,4,"[""government""]",
20696,20696,,25,25,10,"[""government""]",
20697,20697,,4,4,3,"[""politician""]",
20698,20698,,1,1,5,"[""company""]",
20699,20699,,61,61,10,"[""government""]",
20700,20700,,96,96,1,"[""government""]",
20701,20701,,2,2,9,"[""tvshow""]",
20702,20702,,3,3,7,"[""tvshow""]",
20703,20703,,28,28,8,"[""government""]",
20704,20704,,3,3,1,"[""tvshow""]",
20705,20705,,1,1,8,"[""government""]",
20706,20706,,23,23,8,"[""politician""]",
20707,20707,,3,3,9,"[""government""]",
20708,20708,,29,29,0,"[""politician""]",
20709,20709,,2,2,1,"[""company""]",
20710,20710,,33,33,9,"[""politician""]",
20711,20711,,6,6,9,"[""politician""]",
20712,20712,,7,7,3,"[""politician""]",
20713,20713,,16,16,3,"[""government""]",
20714,20714,,9,9,9,"[""politician""]",
20715,20715,,15,15,7,"[""company""]",
20716,20716,,13,13,11,"[""politician""]",
20717,20717,,2,2,4,"[""politician""]",
20718,20718,,1,1,1,"[""company""]",
20719,20719,,4,4,0,"[""company""]",
20720,20720,,4,4,8,"[""company""]",
20721,20721,,2,2,11,"[""company""]",
20722,20722,,15,15,0,"[""government""]",
20723,20723,,12,12,8,"[""politician""]",
20724,20724,,12,12,1,"[""government""]",
20725,20725,,7,7,5,"[""company""]",
20726,20726,,1,1,6,"[""government""]",
20727,20727,,7,7,4,"[""tvshow""]",
20728,20728,,17,17,9,"[""company""]",
20729,20729,,3,3,11,"[""politician""]",
20730,20730,,39,39,0,"[""politician""]",
20731,20731,,18,18,5,"[""government""]",
20732,20732,,6,6,7,"[""politician""]",
20733,20733,,1,1,6,"[""tvshow""]",
20734,20734,,13,13,3,"[""government""]",
20735,20735,,2,2,5,"[""politician""]",
20736,20736,,19,19,7,"[""tvshow""]",
20737,20737,,4,4,7,"[""company""]",
20738,20738,,13,13,5,"[""politician""]",
20739,20739,,1,1,7,"[""government""]",
20740,20740,,6,6,2,"[""politician""]",
20741,20741,,14,14,9,"[""tvshow""]",
20742,20742,,16,16,9,"[""politician""]",
20743,20743,,6,6,11,"[""government""]",
20744,20744,,42,42,1,"[""government""]",
20745,20745,,19,19,3,"[""politician""]",
20746,20746,,10,10,3,"[""tvshow""]",
20747,20747,,1,1,7,"[""company""]",
20748,20748,,2,2,11,"[""company""]",
20749,20749,,4,4,7,"[""company""]",
20750,20750,,66,66,6,"[""company""]",
20751,20751,,8,8,1,"[""company""]",
20752,20752,,11,11,10,"[""politician""]",
20753,20753,,7,7,5,"[""government""]",
20754,20754,,5,5,3,"[""government""]",
20755,20755,,4,4,9,"[""company""]",
20756,20756,,12,12,7,"[""government""]",
20757,20757,,1,1,6,"[""company""]",
20758,20758,,87,87,4,"[""government""]",
20759,20759,,2,2,3,"[""politician""]",
20760,20760,,45,45,6,"[""government""]",
20761,20761,,4,4,1,"[""tvshow""]",
20762,20762,,13,13,10,"[""government""]",
20763,20763,,2,2,7,"[""company""]",
20764,20764,,23,23,11,"[""government""]",
20765,20765,,13,13,11,"[""government""]",
20766,20766,,12,12,2,"[""tvshow""]",
20767,20767,,1,1,3,"[""politician""]",
20768,20768,,20,20,7,"[""government""]",
20769,20769,,16,16,5,"[""government""]",
20770,20770,,65,65,7,"[""government""]",
20771,20771,,6,6,6,"[""company""]",
20772,20772,,13,13,7,"[""politician""]",
20773,20773,,14,14,3,"[""government""]",
20774,20774,,11,11,10,"[""politician""]",
20775,20775,,5,5,1,"[""politician""]",
20776,20776,,37,37,11,"[""government""]",
20777,20777,,3,3,0,"[""company""]",
20778,20778,,38,38,0,"[""tvshow""]",
20779,20779,,9,9,11,"[""government""]",
20780,20780,,42,42,9,"[""government""]",
20781,20781,,32,32,10,"[""government""]",
20782,20782,,20,20,1,"[""company""]",
20783,20783,,3,3,1,"[""company""]",
20784,20784,,13,13,7,"[""company""]",
20785,20785,,31,31,6,"[""politician""]",
20786,20786,,3,3,5,"[""tvshow""]",
20787,20787,,1,1,0,"[""company""]",
20788,20788,,5,5,1,"[""company""]",
20789,20789,,6,6,8,"[""politician""]",
20790,20790,,16,16,8,"[""tvshow""]",
20791,20791,,12,12,7,"[""government""]",
20792,20792,,7,7,10,"[""politician""]",
20793,20793,,2,2,3,"[""politician""]",
20794,20794,,1,1,0,"[""company""]",
20795,20795,,26,26,2,"[""company""]",
20796,20796,,1,1,0,"[""company""]",
20797,20797,,15,15,5,"[""politician""]",
20798,20798,,24,24,7,"[""politician""]",
20799,20799,,4,4,3,"[""tvshow""]",
20800,20800,,2,2,7,"[""company""]",
20801,20801,,33,33,3,"[""government""]",
20802,20802,,1,1,9,"[""tvshow""]",
20803,20803,,1,1,8,"[""tvshow""]",
20804,20804,,5,5,0,"[""company""]",
20805,20805,,10,10,10,"[""company""]",
20806,20806,,3,3,0,"[""company""]",
20807,20807,,1,1,2,"[""politician""]",
20808,20808,,4,4,7,"[""company""]",
20809,20809,,5,5,4,"[""government""]",
20810,20810,,106,106,7,"[""company""]",
20811,20811,,34,34,5,"[""politician""]",
20812,20812,,5,5,6,"[""company""]",
20813,20813,,2,2,7,"[""government""]",
20814,20814,,8,8,6,"[""company""]",
20815,20815,,1,1,8,"[""government""]",
20816,20816,,5,5,3,"[""government""]",
20817,20817,,8,8,8,"[""tvshow""]",
20818,20818,,31,31,1,"[""government""]",
20819,20819,,20,20,1,"[""company""]",
20820,20820,,59,59,3,"[""politician""]",
20821,20821,,6,6,2,"[""government""]",
20822,20822,,7,7,5,"[""government""]",
20823,20823,,35,35,10,"[""government""]",
20824,20824,,45,45,0,"[""politician""]",
20825,20825,,4,4,3,"[""tvshow""]",
20826,20826,,28,28,9,"[""politician""]",
20827,20827,,34,34,9,"[""government""]",
20828,20828,,7,7,4,"[""politician""]",
20829,20829,,10,10,10,"[""company""]",
20830,20830,,5,5,2,"[""company""]",
20831,20831,,8,8,8,"[""company""]",
20832,20832,,11,11,11,"[""tvshow""]",
20833,20833,,2,2,3,"[""company""]",
20834,20834,,5,5,7,"[""government""]",
20835,20835,,5,5,4,"[""company""]",
20836,20836,,9,9,6,"[""politician""]",
20837,20837,,29,29,1,"[""politician""]",
20838,20838,,25,25,10,"[""government""]",
20839,20839,,24,24,5,"[""company""]",
20840,20840,,2,2,6,"[""company""]",
20841,20841,,10,10,2,"[""politician""]",
20842,20842,,4,4,2,"[""politician""]",
20843,20843,,11,11,3,"[""company""]",
20844,20844,,35,35,3,"[""government""]",
20845,20845,,8,8,2,"[""tvshow""]",
20846,20846,,8,8,7,"[""tvshow""]",
20847,20847,,6,6,6,"[""government""]",
20848,20848,,42,42,8,"[""politician""]",
20849,20849,,1,1,9,"[""company""]",
20850,20850,,1,1,5,"[""politician""]",
20851,20851,,6,6,11,"[""politician""]",
20852,20852,,3,3,6,"[""company""]",
20853,20853,,2,2,4,"[""politician""]",
20854,20854,,1,1,3,"[""tvshow""]",
20855,20855,,1,1,5,"[""tvshow""]",
20856,20856,,35,35,7,"[""government""]",
20857,20857,,25,25,6,"[""politician""]",
20858,20858,,1,1,8,"[""company""]",
20859,20859,,5,5,3,"[""politician""]",
20860,20860,,2,2,4,"[""tvshow""]",
20861,20861,,1,1,4,"[""government""]",
20862,20862,,33,33,1,"[""politician""]",
20863,20863,,9,9,10,"[""company""]",
20864,20864,,22,22,5,"[""government""]",
20865,20865,,3,3,10,"[""company""]",
20866,20866,,9,9,0,"[""politician""]",
20867,20867,,1,1,4,"[""company""]",
20868,20868,,8,8,9,"[""company""]",
20869,20869,,9,9,5,"[""company""]",
20870,20870,,1,1,5,"[""company""]",
20871,20871,,4,4,11,"[""company""]",
20872,20872,,24,24,1,"[""government""]",
20873,20873,,5,5,4,"[""company""]",
20874,20874,,2,2,5,"[""government""]",
20875,20875,,23,23,4,"[""tvshow""]",
20876,20876,,32,32,0,"[""politician""]",
20877,20877,,2,2,5,"[""politician""]",
20878,20878,,5,5,7,"[""government""]",
20879,20879,,48,48,0,"[""government""]",
20880,20880,,9,9,1,"[""government""]",
20881,20881,,7,7,11,"[""company""]",
20882,20882,,1,1,5,"[""tvshow""]",
20883,20883,,10,10,8,"[""politician""]",
20884,20884,,2,2,10,"[""company""]",
20885,20885,,1,1,6,"[""politician""]",
20886,20886,,7,7,9,"[""company""]",
20887,20887,,3,3,7,"[""tvshow""]",
20888,20888,,112,112,3,"[""politician""]",
20889,20889,,62,62,7,"[""tvshow""]",
20890,20890,,6,6,11,"[""politician""]",
20891,20891,,1,1,4,"[""company""]",
20892,20892,,188,188,10,"[""government""]",
20893,20893,,2,2,4,"[""company""]",
20894,20894,,4,4,2,"[""tvshow""]",
20895,20895,,6,6,11,"[""company""]",
20896,20896,,3,3,4,"[""company""]",
20897,20897,,11,11,7,"[""tvshow""]",
20898,20898,,12,12,6,"[""politician""]",
20899,20899,,11,11,6,"[""tvshow""]",
20900,20900,,37,37,11,"[""tvshow""]",
20901,20901,,12,12,3,"[""company""]",
20902,20902,,57,57,11,"[""government""]",
20903,20903,,2,2,10,"[""government""]",
20904,20904,,2,2,10,"[""company""]",
20905,20905,,2,2,0,"[""government""]",
20906,20906,,11,11,3,"[""tvshow""]",
20907,20907,,5,5,10,"[""politician""]",
20908,20908,,1,1,6,"[""tvshow""]",
20909,20909,,5,5,11,"[""government""]",
20910,20910,,1,1,10,"[""politician""]",
20911,20911,,30,30,5,"[""government""]",
20912,20912,,6,6,4,"[""company""]",
20913,20913,,20,20,1,"[""government""]",
20914,20914,,11,11,10,"[""politician""]",
20915,20915,,1,1,3,"[""tvshow""]",
20916,20916,,13,13,1,"[""company""]",
20917,20917,,12,12,1,"[""company""]",
20918,20918,,2,2,1,"[""tvshow""]",
20919,20919,,21,21,6,"[""government""]",
20920,20920,,3,3,8,"[""tvshow""]",
20921,20921,,5,5,11,"[""politician""]",
20922,20922,,110,110,0,"[""government""]",
20923,20923,,21,21,1,"[""tvshow""]",
20924,20924,,45,45,0,"[""government""]",
20925,20925,,7,7,9,"[""politician""]",
20926,20926,,2,2,4,"[""government""]",
20927,20927,,33,33,3,"[""government""]",
20928,20928,,10,10,6,"[""government""]",
20929,20929,,6,6,3,"[""company""]",
20930,20930,,113,113,10,"[""government""]",
20931,20931,,64,64,2,"[""government""]",
20932,20932,,9,9,1,"[""government""]",
20933,20933,,13,13,10,"[""tvshow""]",
20934,20934,,12,12,3,"[""tvshow""]",
20935,20935,,2,2,8,"[""politician""]",
20936,20936,,11,11,10,"[""company""]",
20937,20937,,75,75,10,"[""government""]",
20938,20938,,29,29,6,"[""government""]",
20939,20939,,3,3,0,"[""company""]",
20940,20940,,28,28,2,"[""government""]",
20941,20941,,42,42,1,"[""politician""]",
20942,20942,,4,4,11,"[""politician""]",
20943,20943,,2,2,7,"[""politician""]",
20944,20944,,1,1,2,"[""politician""]",
20945,20945,,1,1,6,"[""company""]",
20946,20946,,5,5,7,"[""government""]",
20947,20947,,2,2,11,"[""company""]",
20948,20948,,25,25,3,"[""politician""]",
20949,20949,,21,21,11,"[""tvshow""]",
20950,20950,,11,11,8,"[""politician""]",
20951,20951,,25,25,7,"[""government""]",
20952,20952,,2,2,9,"[""politician""]",
20953,20953,,13,13,6,"[""government""]",
20954,20954,,16,16,7,"[""tvshow""]",
20955,20955,,1,1,2,"[""tvshow""]",
20956,20956,,13,13,10,"[""government""]",
20957,20957,,5,5,11,"[""politician""]",
20958,20958,,2,2,7,"[""tvshow""]",
20959,20959,,4,4,10,"[""government""]",
20960,20960,,4,4,3,"[""company""]",
20961,20961,,1,1,6,"[""tvshow""]",
20962,20962,,8,8,10,"[""government""]",
20963,20963,,5,5,7,"[""tvshow""]",
20964,20964,,5,5,10,"[""politician""]",
20965,20965,,4,4,9,"[""company""]",
20966,20966,,5,5,1,"[""government""]",
20967,20967,,58,58,5,"[""company""]",
20968,20968,,3,3,8,"[""company""]",
20969,20969,,40,40,0,"[""government""]",
20970,20970,,21,21,4,"[""government""]",
20971,20971,,2,2,8,"[""tvshow""]",
20972,20972,,11,11,2,"[""government""]",
20973,20973,,1,1,8,"[""company""]",
20974,20974,,5,5,0,"[""company""]",
20975,20975,,2,2,1,"[""government""]",
20976,20976,,69,69,5,"[""government""]",
20977,20977,,4,4,2,"[""tvshow""]",
20978,20978,,9,9,9,"[""company""]",
20979,20979,,3,3,2,"[""company""]",
20980,20980,,15,15,8,"[""politician""]",
20981,20981,,15,15,11,"[""government""]",
20982,20982,,2,2,2,"[""company""]",
20983,20983,,68,68,1,"[""government""]",
20984,20984,,6,6,5,"[""tvshow""]",
20985,20985,,1,1,10,"[""politician""]",
20986,20986,,5,5,5,"[""government""]",
20987,20987,,2,2,1,"[""politician""]",
20988,20988,,3,3,0,"[""government""]",
20989,20989,,5,5,3,"[""government""]",
20990,20990,,67,67,11,"[""politician""]",
20991,20991,,6,6,0,"[""government""]",
20992,20992,,69,69,6,"[""government""]",
20993,20993,,4,4,9,"[""politician""]",
20994,20994,,3,3,10,"[""company""]",
20995,20995,,16,16,8,"[""politician""]",
20996,20996,,3,3,11,"[""company""]",
20997,20997,,16,16,3,"[""politician""]",
20998,20998,,6,6,8,"[""politician""]",
20999,20999,,1,1,9,"[""tvshow""]",
21000,21000,,9,9,7,"[""company""]",
21001,21001,,15,15,3,"[""tvshow""]",
21002,21002,,4,4,1,"[""government""]",
21003,21003,,1,1,8,"[""government""]",
21004,21004,,21,21,2,"[""tvshow""]",
21005,21005,,5,5,0,"[""company""]",
21006,21006,,3,3,1,"[""government""]",
21007,21007,,1,1,2,"[""tvshow""]",
21008,21008,,8,8,10,"[""company""]",
21009,21009,,2,2,0,"[""tvshow""]",
21010,21010,,1,1,8,"[""company""]",
21011,21011,,6,6,11,"[""tvshow""]",
21012,21012,,33,33,11,"[""politician""]",
21013,21013,,73,73,2,"[""government""]",
21014,21014,,2,2,0,"[""tvshow""]",
21015,21015,,1,1,4,"[""politician""]",
21016,21016,,6,6,2,"[""government""]",
21017,21017,,3,3,1,"[""politician""]",
21018,21018,,4,4,9,"[""government""]",
21019,21019,,5,5,0,"[""company""]",
21020,21020,,14,14,5,"[""tvshow""]",
21021,21021,,12,12,7,"[""politician""]",
21022,21022,,3,3,6,"[""politician""]",
21023,21023,,13,13,4,"[""government""]",
21024,21024,,1,1,3,"[""tvshow""]",
21025,21025,,32,32,0,"[""government""]",
21026,21026,,8,8,2,"[""politician""]",
21027,21027,,7,7,0,"[""government""]",
21028,21028,,1,1,6,"[""company""]",
21029,21029,,1,1,2,"[""government""]",
